item_id,shop_id,shop_name,name,currency,stock,ctime,historical_sold,liked_count,cat_id,brand,price,price_min,price_max,price_min_before_discount,price_max_before_discount,raw_discount,rating_total,rating_1_star,rating_2_star,rating_3_star,rating_4_star,rating_5_star,rating_star,shop_location,crawl_date
3431453055,24710134,Coolmate - Official Store,Combo 3 quần lót nam dáng Trunk Bamboo kháng khuẩn Coolmate,VND,129,2018-05-06,155981,9178,100011,COOLMATE,189000,189000,219000,299000,299000,37,40443,127,82,322,1323,38589,4.933518005540166,Hà Nội,2023-11-20
5931355066,24710134,Coolmate - Official Store,Combo 3 Quần lót tam giác nam BRIEF BAMBOO kháng khuẩn Coolmate,VND,140,2018-05-22,40379,1820,100011,COOLMATE,129000,129000,129000,229000,229000,44,11876,40,23,81,366,11366,4.938906210499705,Hà Nội,2023-11-20
7310895425,24710134,Coolmate - Official Store,Combo 5 quần lót sịp nam Trunk Cotton (2-3 màu) co giãn thoải mái thương hiệu Coolmate,VND,55,2018-12-20,64156,4214,100011,COOLMATE,289000,289000,289000,496000,496000,42,17545,56,37,131,571,16750,4.934827232295587,Hà Nội,2023-11-20
8403505386,24710134,Coolmate - Official Store,"Áo giữ nhiệt nam Modal Ultra Warm thu đông siêu ấm, thoáng khí - thương hiệu Coolmate",VND,142,2018-12-20,10865,2195,100011,COOLMATE,229000,229000,269000,289000,289000,21,2743,9,6,24,99,2605,4.928154631655726,Hà Nội,2023-11-20
10280321597,24710134,Coolmate - Official Store,Áo thể thao nam Coolmate Basics thấm hút nhanh khô,VND,231,2018-12-20,44763,1893,100637,,93000,93000,93000,99000,99000,6,7841,41,33,107,333,7327,4.896696849891596,Hà Nội,2023-11-20
5919139721,24710134,Coolmate - Official Store,"Quần thể thao nam Maxcool thoáng khí, thoải mái thương hiệu Coolmate",VND,78,2018-12-20,74324,5118,100011,COOLMATE,89000,89000,89000,129000,129000,31,14310,89,63,225,640,13293,4.886760799664477,Hà Nội,2023-11-20
11563738080,24710134,Coolmate - Official Store,"Quần dài nam Daily Pants - sợi Sorona, nhuộm Cleandye thương hiệu Coolmate",VND,74,2018-12-20,27902,2522,100011,,269000,269000,269000,299000,299000,10,6643,31,33,101,277,6201,4.895497666014155,Hà Nội,2023-11-20
9177437633,24710134,Coolmate - Official Store,Áo Polo thể thao nam ProMax-S1 Logo thương hiệu Coolmate AW,VND,6438,2018-12-20,69608,4158,100011,None,189000,189000,239000,239000,239000,21,16251,62,45,160,593,15391,4.921031575060011,Hà Nội,2023-11-20
18483274744,24710134,Coolmate - Official Store,T-Shirt Basic Cotton 100% 220gsm dày dặn mềm mại - Thương hiệu Coolmate,VND,11435,2018-12-20,2526,395,100011,,169000,169000,179000,179000,179000,6,493,2,0,3,10,478,4.95131845841785,Hà Nội,2023-11-20
21156535536,24710134,Coolmate - Official Store,Áo thun Dài tay thu đông Cotton Compact co giãn thoải mái - thương hiệu Coolmate,VND,1164,2018-12-20,1856,274,100011,,259000,259000,259000,269000,269000,4,412,1,1,2,8,400,4.953883495145631,Hà Nội,2023-11-20
23901471766,24710134,Coolmate - Official Store,Áo dài tay nam thể thao active V2 thoáng khí nhanh khô - Thương hiệu Coolmate,VND,168,2018-12-20,659,96,100011,,179000,179000,189000,199000,199000,10,146,0,0,1,5,140,4.9520547945205475,Hà Nội,2023-11-20
7237568031,24710134,Coolmate - Official Store,Áo thun nam Cotton Compact phiên bản Premium chống nhăn Coolmate,VND,179,2019-02-14,73246,5600,100011,COOLMATE,189000,189000,259000,259000,259000,27,17428,53,28,115,441,16791,4.94536271808999,Hà Nội,2023-11-20
2121190269,24710134,Coolmate - Official Store,Combo 5 quần lót nam tam giác Cotton thương hiệu Coolmate (ngẫu nhiên 2-3 màu),VND,55,2019-03-06,39623,2135,100011,COOLMATE,229000,229000,229000,400000,400000,43,11861,39,22,84,353,11363,4.937937431486635,Hà Nội,2023-11-20
23559221314,24710134,Coolmate - Official Store,Quần dài thể thao Pro Active giữ ấm chống nhăn - Thương hiệu Coolmate,VND,654,2019-03-09,114,42,100011,,379000,379000,379000,399000,399000,5,27,0,0,0,0,27,5.0,Hà Nội,2023-11-20
21428724190,24710134,Coolmate - Official Store,[ Outlet ] Combo 3 quần lót nam Trunk Tencel mềm mại thấm hút tốt - thương hiệu Coolmate,VND,1207,2019-03-09,5130,472,100011,,179000,179000,299000,299000,299000,40,1086,3,4,8,24,1047,4.941068139963168,Hà Nội,2023-11-20
14785229523,24710134,Coolmate - Official Store,Combo 3 Quần lót Trunk vải Cotton Modal đen cạp mới co giãn không vết hằn - thương hiệu Coolmate,VND,128,2019-03-09,7295,557,100011,,179000,179000,179000,299000,299000,40,1844,8,5,16,44,1771,4.933297180043384,Hà Nội,2023-11-20
7491859979,24710134,Coolmate - Official Store,Quần Short nam Ultra Pro thoải mái vận động (có túi khóa kéo) thương hiệu Coolmate,VND,3275,2019-03-16,36317,1543,100011,None,159000,159000,159000,189000,189000,16,8496,26,20,73,268,8109,4.9347467608951705,Hà Nội,2023-11-20
22058666516,24710134,Coolmate - Official Store,"Quần nỉ Jogger Essential chống nhăn, siêu thấm hút - Thương hiệu Coolmate",VND,387,2019-03-16,223,88,100011,,379000,379000,399000,399000,399000,5,58,0,0,1,2,55,4.931034482758621,Hà Nội,2023-11-20
2667411154,24710134,Coolmate - Official Store,Combo 3 quần lót nam Trunk Modal (Gỗ sồi) kháng khuẩn thương hiệu Coolmate,VND,1496,2019-03-16,47064,2960,100011,COOLMATE,179000,179000,179000,279000,279000,36,14996,47,31,115,438,14365,4.9384215091066785,Hà Nội,2023-11-20
21031410795,24710134,Coolmate - Official Store,[ Outlet ] Áo Polo thể thao nam Active V1 thoáng khí mát mẻ - thương hiệu Coolmate,VND,3938,2019-03-20,6238,569,100011,,149000,149000,149000,249000,249000,40,1463,5,8,15,64,1371,4.905673274094327,Hà Nội,2023-11-20
